step	rho	rho_pval	ce
8500	0.9850005614805994	0.0	2.3011469126246302
8600	0.9867046646768494	0.0	2.3024812506105667
8700	0.989136960617681	0.0	2.301603373718806
8800	0.9881403641377728	0.0	2.300316510427985
8900	0.9869268539458468	0.0	2.3019929216600246
9000	0.9972699960422886	0.0	2.3003743273795165
9100	0.9861933339271219	0.0	2.2996191557528864
9200	0.9868332100193393	0.0	2.299773292755137
9300	0.978926722277016	0.0	2.2982370004067123
9400	0.9840109421418384	0.0	2.299825253248216
9500	0.993188490866173	0.0	2.299589686552375
9600	0.9771054509327596	0.0	2.304041311457924
9700	0.9811099214902542	0.0	2.300761227453881
9800	0.9865506191458975	0.0	2.301013086318715
9900	0.9885017055442412	0.0	2.299640400990464
10000	0.9841348589194482	0.0	2.3017595667117905
10100	0.9828894146674808	0.0	2.302735695039505
10200	0.988475756543813	0.0	2.3019046075126153
10300	0.9830455292542705	0.0	2.303757802796347
10400	0.9857724841710936	0.0	2.300348066770604
10500	0.9899201518830275	0.0	2.3009454255327633
10600	0.9846685381339417	0.0	2.30093162547375
10700	0.9912227385226068	0.0	2.3009255198042995
10800	0.9872988416317848	0.0	2.3002076052218676
10900	0.973185458666766	0.0	2.3001490094859673
11000	0.9934719741912005	0.0	2.2993948035519547
11100	0.9861480654727061	0.0	2.3022480825705816
11200	0.98700152751962	0.0	2.300739888762179
11300	0.9785708809076084	0.0	2.3014354055061674
11400	0.9864301952216755	0.0	2.3014466200010766
11500	0.9864364599226014	0.0	2.3017134003744144
11600	0.9931404068055419	0.0	2.2997544150220404
11700	0.9909447106492038	0.0	2.302932540576535
11800	0.9806694176928721	0.0	2.300877484384439
11900	0.9833197369353456	0.0	2.3031093869309767
12000	0.9789422114000296	0.0	2.3004895874660822
12100	0.9852319659823244	0.0	2.3031272678200816
12200	0.9737933674242977	0.0	2.3009225604236985
12300	0.9825211725095951	0.0	2.3004852574249925
12400	0.9825463449464034	0.0	2.3005092751349228
12500	0.9889318615463628	0.0	2.3018962589441827
12600	0.9890314830528252	0.0	2.2990022339273857
12700	0.9898080378393805	0.0	2.3012357563454104
12800	0.9922738469671892	0.0	2.2999466501556074
12900	0.9820791631780559	0.0	2.3011580336654154
13000	0.9906550973756595	0.0	2.3020916092152244
13100	0.9857882406478636	0.0	2.301634774304552
13200	0.9800534239003007	0.0	2.299745100760991
13300	0.9913012245374235	0.0	2.298420668912224
13400	0.9894334689454487	0.0	2.30185339465253
13500	0.9820531208299758	0.0	2.301631814923951
13600	0.9910583779931925	0.0	2.3006443474958282
13700	0.9792749822926641	0.0	2.299921386390687
13800	0.9846838064964447	0.0	2.301361576748016
13900	0.9872948392607633	0.0	2.300253584650995
14000	0.9913828301737563	0.0	2.3001030923595893
14100	0.9782602329450714	0.0	2.3031002595781755
14200	0.9770620680899078	0.0	2.3024625909370933
14300	0.9947757870602413	0.0	2.301434689024548
14400	0.9858811043195229	0.0	2.3016044951682972
14500	0.9911643841288299	0.0	2.302814819531364
14600	0.9903393062269293	0.0	2.2993452105633563
14700	0.9893707871894948	0.0	2.2995590024482486
14800	0.9843883885295048	0.0	2.3018613382530906
14900	0.9765122504345621	0.0	2.302124629672457
15000	0.9875117724264331	0.0	2.2999973645936964
15100	0.9900200184684613	0.0	2.3001080454281744
15200	0.9819152823201446	0.0	2.3025954515503915
15300	0.9943833319819796	0.0	2.2975353779932735
15400	0.9849436451582789	0.0	2.3007076159379403
15500	0.9821083350742191	0.0	2.302654016134917
15600	0.9788165444468189	0.0	2.299903380896083
15700	0.9817844854447888	0.0	2.3004370350968832
15800	0.9886549751420908	0.0	2.300244862266066
15900	0.9835847407471942	0.0	2.2992806649148796
16000	0.9725844107588031	0.0	2.3017013136410127
16100	0.9738784092721856	0.0	2.300984364751198
16200	0.9892385148895819	0.0	2.2991389573111527
16300	0.9888825820920611	0.0	2.3008501334774105
16400	0.9857436006663968	0.0	2.3023569254739495
16500	0.9791917577737007	0.0	2.3006395501841173
16600	0.9797969762440717	0.0	2.2997503341919483
16700	0.9822292708212235	0.0	2.298237436525959
16800	0.9852077645769522	0.0	2.3008417849089784
16900	0.990325117952903	0.0	2.299716348042099
17000	0.985970254453573	0.0	2.3023726257668224
17100	0.9818796409490524	0.0	2.3001530903160594
17200	0.9835295265478782	0.0	2.302254780116152
17300	0.9843310139223542	0.0	2.302985435610856
17400	0.9802828872470273	0.0	2.3013638819497473
17500	0.9822517459814709	0.0	2.3014226022911464
17600	0.9860058595942607	0.0	2.3018332085616935
17700	0.9805548362914609	0.0	2.3014318230980715
17800	0.991996870066688	0.0	2.3012368777949015
17900	0.9938755842234811	0.0	2.299176712777347
18000	0.9824112324357632	0.0	2.2993939313134617
18100	0.9881829459156625	0.0	2.300567372448827
18200	0.990665478486366	0.0	2.2997975596760654
18300	0.9830968604874136	0.0	2.299743854706001
18400	0.9928703500171235	0.0	2.3006449393719484
18500	0.9796434642429837	0.0	2.301617859108064
18600	0.9790379504445451	0.0	2.300582449714205
18700	0.985789299618211	0.0	2.3001605666459985
18800	0.9800351201159408	0.0	2.301746950405018
18900	0.982048587010619	0.0	2.3023034697148828
19000	0.9810012877442823	0.0	2.3008148078184467
19100	0.9747927991525456	0.0	2.299335771696808
19200	0.9905172268028726	0.0	2.3009302548132613
19300	0.9884570966305186	0.0	2.300343394064392
19400	0.9811866262343002	0.0	2.3000534993709914
19500	0.9807282837587926	0.0	2.300794528273486
19600	0.9790598215970701	0.0	2.300329967821876
19700	0.9816951401045724	0.0	2.3011339536527355
19800	0.9788626601473703	0.0	2.302329854929294
19900	0.9874741324665924	0.0	2.298641999429805
20000	0.9766301691176835	0.0	2.3002494415181536
20100	0.9869013741150755	0.0	2.3029915412803064
20200	0.9870949450954158	0.0	2.2986855179003274
20300	0.9919299408086746	0.0	2.30091555136438
20400	0.9844310012923586	0.0	2.301991021426165
20500	0.9873251689721587	0.0	2.299201384666147
20600	0.9901553581385618	0.0	2.302113259420674
20700	0.9838073097100941	0.0	2.302918896274395
20800	0.9809505215966898	0.0	2.2995992811757975
20900	0.9777131959109986	0.0	2.3012718919401176
21000	0.9821063873759577	0.0	2.299175933992978
21100	0.9935013300251171	0.0	2.2987146444357167
21200	0.991142723804852	0.0	2.3012150406812033
21300	0.9809889748126129	0.0	2.29959831548318
21400	0.9824084695486736	0.0	2.29909983118447
21500	0.980438490276199	0.0	2.3005966858924642
21600	0.9903618895840909	0.0	2.301385469852447
21700	0.9869897454033925	0.0	2.3011117738739153
21800	0.9891490230772938	0.0	2.300543946615017
21900	0.9873937259609695	0.0	2.300063685870534
22000	0.9896660799296467	0.0	2.301256627766491
22100	0.9948007986287333	0.0	2.300626030487477
22200	0.9817119969560077	0.0	2.302545266685673
22300	0.9840562716150757	0.0	2.301423599135138
22400	0.995025634926679	0.0	2.3006229465013766
22500	0.9852897308362012	0.0	2.3006061870617627
22600	0.9866614025880227	0.0	2.2984324441318784
22700	0.9782483304102334	0.0	2.3015718796789364
22800	0.9854668218234423	0.0	2.3026835476381775
22900	0.9833403468941885	0.0	2.302469537693662
23000	0.9897662264562499	0.0	2.3024815621243144
23100	0.9909231632291937	0.0	2.3023280481495587
23200	0.9803792312628312	0.0	2.30146284986732
23300	0.9946094701332608	0.0	2.3022954949629475
23400	0.9835361068745798	0.0	2.298783675882157
23500	0.9759620828699416	0.0	2.301365252610236
23600	0.9821118760268343	0.0	2.301016170304815
23700	0.9741921048331939	0.0	2.2997093078314057
23800	0.9837315627779124	0.0	2.3039901920519634
23900	0.9891571854246161	0.0	2.301778382142138
24000	0.9841789270700925	0.0	2.300355543100544
24100	0.9935119881325494	0.0	2.301021995611893
24200	0.9901488706691354	0.0	2.3010883168887304
24300	0.9889498303873666	0.0	2.2995216831013012
24400	0.9784115542696494	0.0	2.299527290348756
24500	0.9794195158362177	0.0	2.3010719935683626
24600	0.9814112993675872	0.0	2.300997915599213
24700	0.987582884294768	0.0	2.299945217192369
24800	0.985743514251428	0.0	2.3001930263784858
24900	0.9897065474708073	0.0	2.300288879158584
25000	0.988921291023485	0.0	2.299907056758303
25100	0.9939862778881443	0.0	2.30214708981365
25200	0.9762330018409793	0.0	2.2984181768022443
25300	0.9864409709565678	0.0	2.2992542485490937
25400	0.9802444816323277	0.0	2.2984141894262766
25500	0.9863702110450862	0.0	2.301565150981991
25600	0.9893897668227513	0.0	2.2975758124776955
25700	0.9856974516775868	0.0	2.302546014318667
25800	0.9903545870320178	0.0	2.3009011282778724
25900	0.9899832922228515	0.0	2.3007170236531143
26000	0.9807305467675691	0.0	2.2996589983611884
26100	0.9705878514522378	0.0	2.300878232017433
26200	0.9769895913419775	0.0	2.300254924160109
26300	0.9882882514230141	0.0	2.300170130118046
26400	0.9838419009262959	0.0	2.2986200065592333
26500	0.9828684142425009	0.0	2.2989517998516695
26600	0.9858590450578232	0.0	2.300441894711344
26700	0.9859580194955182	0.0	2.300646839605808
26800	0.9858189393755311	0.0	2.3009186665018553
